User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
982,Paneer,Dairy,224,22.6,40.7,9.7,9.6,8,756,285,Bữa sáng,135
199,Nước cam,Beverages,358,9.4,56.5,31.8,2.3,34.7,533,138,Bữa phụ,713
39,Phô mai,Dairy,92,8.2,48.1,17.8,3.8,20.5,991,8,Bữa sáng,827
792,Cà phê,Beverages,150,22.9,81.9,28.6,3.3,16.4,109,170,Bữa phụ,174
172,Cà chua,Vegetables,309,42.6,50.6,12.3,4.7,47.5,38,226,Bữa sáng,655
660,Nước cam,Beverages,580,29.9,48.3,19,0.7,20,486,158,Bữa sáng,740
31,Chuối,Fruits,125,21.4,63.6,6.5,1.3,8.2,490,150,Bữa tối,168
384,Quả nho,Fruits,510,42.5,36.1,39.5,8.3,44.2,153,48,Bữa trưa,290
566,Khoai tây,Vegetables,82,48.7,49.2,32.7,4.5,13.2,986,236,Bữa trưa,236
183,Chip,Snack,354,31.5,76.1,25.6,9,34.3,277,185,Bữa sáng,337
554,Khoai tây,Vegetables,595,39.8,62.9,29.7,7.3,29.4,661,181,Bữa sáng,708
127,Sôcôla,Snack,346,36.7,50.8,35,7,6.3,816,184,Bữa trưa,938
130,Da ua,Dairy,229,4.7,31.1,9.2,9.2,30.3,41,153,Bữa phụ,200
921,Da ua,Dairy,537,35.8,46.2,28.8,5.4,42.7,251,177,Bữa trưa,441
254,Cơm,Grains,349,34.5,75.7,48.7,1.3,47.5,151,39,Bữa tối,780
690,Sôcôla,Snack,573,11.3,77.7,5.2,5.6,4.3,9,88,Bữa sáng,620
475,Sữa lắc,Beverages,193,23.3,6.7,1.9,5.9,11,561,55,Bữa trưa,461
571,Quả cam,Fruits,146,23.4,38.6,13.1,7.6,33.3,286,245,Bữa phụ,727
428,Nước cam,Beverages,244,41.9,86.1,13,6.3,43.6,233,44,Bữa phụ,308
13,Bánh mỳ,Grains,486,9.1,52.7,10.3,4.3,25.3,250,0,Bữa phụ,960
86,Paneer,Dairy,53,28.8,5.2,28.5,7.1,26.4,476,190,Bữa tối,146
510,Nước cam,Beverages,549,32.9,47.5,25.5,3.5,23.3,789,63,Bữa tối,479
83,Sữa,Dairy,388,43.2,20.1,31.4,4,17.4,573,163,Bữa trưa,939
344,Yến mạch,Grains,82,8.4,5.1,11,7.7,0.6,444,206,Bữa trưa,828
104,Cá hồi,Meat,51,13.5,82.3,40.8,3.7,9.8,374,207,Bữa tối,311
649,Quả táo,Fruits,223,28.1,19.9,49.8,9,31.4,990,297,Bữa phụ,695
607,Rau chân vịt,Vegetables,265,27.6,63.9,14.9,9.9,39.4,727,297,Bữa tối,439
790,Cà chua,Vegetables,114,26.2,9,20.4,5.9,49.6,280,249,Bữa tối,809
900,Trà xanh,Beverages,555,46,98.3,27.5,1.7,24.4,901,220,Bữa tối,442
983,Quả cam,Fruits,447,45.8,91.3,25.3,1.4,18.3,535,236,Bữa sáng,629
394,Cà rốt,Vegetables,144,15.4,70,25.5,1,44.9,822,30,Bữa trưa,358
150,Bỏng ngô,Snack,149,23.3,92.7,14.1,4.1,49.1,82,109,Bữa trưa,490
370,Chip,Snack,575,9.8,88.7,28.3,4.2,49.3,826,277,Bữa phụ,880
706,Cá hồi,Meat,160,11.7,92.2,13.9,3.3,20.5,197,40,Bữa sáng,537
975,Quinoa,Grains,548,45.3,55,24.3,0.3,35.6,280,135,Bữa trưa,389
468,Rau chân vịt,Vegetables,280,20.1,67.4,18.5,2.6,22.1,9,0,Bữa tối,497
142,Trà xanh,Beverages,101,9.6,50.2,1,7.3,7.6,570,187,Bữa trưa,300
805,Bỏng ngô,Snack,578,10.1,35.2,28.1,0.4,49.2,380,145,Bữa sáng,159
557,Rau chân vịt,Vegetables,426,23.9,31.7,39,0.6,11.3,146,123,Bữa sáng,994
819,Cookie,Snack,107,31.7,35.1,13.1,7.4,45.4,914,176,Bữa sáng,887
10,Cơm,Grains,70,24.5,53.3,43.1,1.5,12,515,75,Bữa phụ,495
741,Chuối,Fruits,397,2.5,66.2,36.5,8.5,10,684,238,Bữa trưa,933
530,Yến mạch,Grains,415,8.2,53.1,45.1,5,17.9,945,141,Bữa sáng,929
982,Chuối,Fruits,269,2.5,78.1,9.5,6.5,41.4,286,260,Bữa phụ,817
450,Quả nho,Fruits,495,28.5,80.3,49.1,9.2,27.9,258,91,Bữa phụ,648
631,Sữa,Dairy,230,11.8,95,32.8,7.4,10.7,975,168,Bữa tối,458
579,Cà chua,Vegetables,98,18.3,59.4,31.6,6.1,14.5,238,249,Bữa phụ,809
694,Trứng,Meat,188,26.5,42.2,23.3,4.7,40.8,716,131,Bữa tối,733
837,Chuối,Fruits,496,32.6,94.7,46.6,9.4,15.2,306,89,Bữa tối,131
151,Quả dâu,Fruits,146,35.2,56.5,5.1,9.2,16,95,92,Bữa tối,395
313,Da ua,Dairy,445,24.6,32.6,46.4,3.6,8.3,284,223,Bữa tối,638
607,Trứng,Meat,76,40,22.6,11.2,7.1,43.1,210,268,Bữa phụ,493
473,Trứng,Meat,588,35.8,11.8,12.7,2.4,31,215,251,Bữa tối,368
438,Cơm,Grains,563,32.8,53.7,14.6,3.8,29.4,976,9,Bữa phụ,589
780,Chip,Snack,475,47.2,70.1,10.1,5.7,27.5,811,81,Bữa tối,415
626,Thịt lợn Chop,Meat,211,13.7,52.8,44.6,3.8,30.4,284,156,Bữa sáng,934
963,Nước cam,Beverages,546,46.9,57.1,35.9,9.5,10.9,786,231,Bữa phụ,462
157,Sữa lắc,Beverages,527,13.7,77.4,40.8,6.3,48.7,318,114,Bữa sáng,411
88,Quinoa,Grains,550,27.1,14,24.2,0.6,33.4,904,117,Bữa sáng,206
799,Paneer,Dairy,417,12.7,62.9,26.9,5.9,0.2,136,104,Bữa trưa,345
973,Ức gà,Meat,515,25.3,78,4.7,3.4,25,686,139,Bữa tối,304
728,Quinoa,Grains,265,3.5,60.3,36.8,1.5,40.6,685,208,Bữa sáng,168
161,Quả nho,Fruits,428,49,49.5,20.2,3.5,1.6,774,132,Bữa tối,406
656,Cà phê,Beverages,529,37.1,69.9,18,9.1,24.9,711,82,Bữa phụ,733
511,Bơ,Dairy,183,44.4,80.2,12.6,2.5,18.3,844,286,Bữa sáng,500
497,Bánh mỳ,Grains,87,33.8,95.7,11.5,5.6,5.6,164,257,Bữa phụ,614
659,Nước cam,Beverages,326,17.3,77.9,19.2,0.8,1.5,130,91,Bữa sáng,665
913,Bánh mỳ,Grains,502,20.8,97.5,29.3,0.9,11.3,905,40,Bữa phụ,272
428,Bơ,Dairy,377,33,91,46.6,7.7,31.3,115,296,Bữa sáng,991
541,Cà phê,Beverages,246,43,68,18.2,7.6,10.1,509,281,Bữa trưa,923
262,Mì ống,Grains,375,28.3,12.6,23.3,9.5,2.4,389,52,Bữa tối,733
47,Bánh mỳ,Grains,394,2,85.5,21.7,1,44.4,426,241,Bữa phụ,128
320,Quinoa,Grains,598,37.3,26.1,3.1,3.2,0.1,267,172,Bữa trưa,757
47,Bông cải xanh,Vegetables,267,4.9,74.6,49,2.9,3.6,445,35,Bữa phụ,618
725,Bỏng ngô,Snack,496,15.5,12.5,19.3,3.5,2.7,739,232,Bữa sáng,382
520,Ức gà,Meat,65,21.7,87.9,15.5,1.5,23.6,57,114,Bữa tối,396
416,Rau chân vịt,Vegetables,82,13.7,30.8,22.9,2.6,23.3,914,64,Bữa phụ,358
270,Chip,Snack,532,15.4,43.5,1.9,7.3,32.8,842,121,Bữa sáng,141
51,Cookie,Snack,422,4.1,39.4,2,8.9,15.2,262,143,Bữa tối,110
532,Bánh mỳ,Grains,208,4,15.1,25.5,1.2,10.3,142,283,Bữa trưa,645
759,Quả táo,Fruits,452,21.8,26.7,6.5,0.4,11.4,130,51,Bữa trưa,244
375,Cà chua,Vegetables,558,33,84,13.6,0.3,20.2,564,120,Bữa sáng,937
147,Cá hồi,Meat,212,43.9,63.5,1.3,3,28,508,26,Bữa phụ,122
783,Phô mai,Dairy,436,21,32.1,34.2,6.8,33.6,211,298,Bữa trưa,382
188,Ức gà,Meat,331,29.8,77.8,31.6,7.2,49.9,16,125,Bữa sáng,692
322,Bông cải xanh,Vegetables,498,34.9,83.9,2.8,3.6,43,635,77,Bữa sáng,256
19,Chuối,Fruits,332,30.9,38.7,31.3,6.3,36.3,323,141,Bữa trưa,175
799,Quả cam,Fruits,158,16.8,15.8,3.6,3.5,15.4,288,300,Bữa phụ,953
451,Ức gà,Meat,152,17.7,52.5,32.5,0.8,19.7,126,195,Bữa phụ,129
891,Quả dâu,Fruits,114,20.3,9.7,2.4,4.8,34.7,623,89,Bữa tối,941
992,Ức gà,Meat,441,10,54,29.6,6.1,35.2,607,33,Bữa tối,603
567,Da ua,Dairy,419,46.9,91.7,9.5,5.9,6.8,921,18,Bữa phụ,979
205,Bông cải xanh,Vegetables,150,29.8,33.5,12,2.9,10.4,886,282,Bữa sáng,351
600,Quả táo,Fruits,522,34.3,85.7,15.5,8.7,16.8,665,40,Bữa phụ,256
495,Nước,Beverages,337,42,79.2,38.8,5.8,2.8,285,130,Bữa tối,119
998,Nước cam,Beverages,414,26.7,51.9,19.4,9.3,30.1,984,77,Bữa trưa,861
585,Chip,Snack,147,22.3,45.2,3.5,4.4,49.5,610,159,Bữa tối,193
364,Sữa,Dairy,348,38.9,37.1,13,0.1,28.7,763,86,Bữa phụ,306
974,Quả dâu,Fruits,545,26,21.8,39.7,1.8,16.7,16,132,Bữa sáng,204
763,Sôcôla,Snack,339,1.2,93,16.1,8.2,28.7,639,300,Bữa tối,755
137,Trà xanh,Beverages,466,7.8,74.3,31.6,2.4,28.2,623,61,Bữa trưa,530
122,Cookie,Snack,259,47.3,88.4,42.9,5.3,44.9,22,78,Bữa trưa,231
797,Phô mai,Dairy,394,25.7,13.5,29.1,0.6,10.6,970,88,Bữa trưa,491
635,Chip,Snack,459,10.4,97.4,41.7,0.9,47.1,997,176,Bữa tối,475
382,Chuối,Fruits,271,9.8,81.9,48.3,6.9,35.4,860,80,Bữa sáng,725
305,Sữa lắc,Beverages,426,16.9,53.3,13.2,4,34,69,11,Bữa sáng,824
547,Quả táo,Fruits,84,47.6,46.7,2.2,9.1,9.9,997,124,Bữa phụ,691
364,Thịt bò bít tết,Meat,584,33.2,27,2.3,1.6,33.5,660,118,Bữa trưa,303
69,Bỏng ngô,Snack,183,43.7,79.6,7.5,8.1,1,115,300,Bữa sáng,852
93,Ức gà,Meat,385,25.8,8.9,49.5,9.8,25.6,982,95,Bữa tối,725
451,Bơ,Dairy,344,9.5,24.4,12.4,9.1,1.7,674,162,Bữa phụ,502
673,Bông cải xanh,Vegetables,576,10.9,83.8,40.9,9.3,13.1,72,94,Bữa phụ,972
272,Cà chua,Vegetables,545,25.5,19.8,8.7,6.3,28.1,25,140,Bữa sáng,750
207,Sôcôla,Snack,142,25.2,99.4,35.1,7,32.2,900,163,Bữa tối,362
322,Thịt bò bít tết,Meat,495,41.8,54.1,27.4,4.8,36.6,718,172,Bữa trưa,179
100,Bánh mỳ,Grains,280,48.4,48.9,2.8,5.5,38.4,578,17,Bữa phụ,755
516,Paneer,Dairy,482,41.2,69.4,43.2,7.7,11.1,290,32,Bữa sáng,688
11,Sữa,Dairy,574,43.2,27.4,44.4,2.1,7.2,345,76,Bữa sáng,527
255,Cookie,Snack,207,1.9,84.4,34.9,3.2,44.6,5,110,Bữa sáng,810
164,Nước cam,Beverages,215,33.2,86.7,32.9,8,23.1,507,262,Bữa tối,218
137,Bông cải xanh,Vegetables,137,11.9,45,8.2,7.4,27.4,430,186,Bữa tối,108
581,Trà xanh,Beverages,113,42.4,32.3,29.2,1.5,4.5,638,6,Bữa phụ,335
469,Rau chân vịt,Vegetables,83,25.3,84.5,39.1,5.8,45.2,584,180,Bữa sáng,374
543,Mì ống,Grains,180,44.1,88,24,6.7,2.6,200,151,Bữa phụ,157
703,Quinoa,Grains,546,47,27.1,10.9,3.6,5.8,523,44,Bữa tối,883
46,Chip,Snack,238,50,43.4,8.4,0.9,34.8,423,256,Bữa sáng,412
286,Bỏng ngô,Snack,600,27.1,58.4,35.9,5.3,40.3,213,117,Bữa trưa,810
34,Hạt,Snack,517,3.7,67.2,36.4,0.5,49.1,907,205,Bữa phụ,710
607,Trứng,Meat,227,11.8,18.1,13.5,9.1,42.4,339,14,Bữa tối,999
463,Yến mạch,Grains,366,12.5,60,41.2,0.9,49,66,168,Bữa trưa,622
868,Sôcôla,Snack,394,23.5,41.2,19.9,6.7,35.8,45,151,Bữa trưa,825
998,Trứng,Meat,117,49.7,58.8,14.9,4.7,40.6,17,223,Bữa phụ,736
586,Khoai tây,Vegetables,170,39.5,54,28.3,4.4,21.2,307,88,Bữa tối,419
444,Chuối,Fruits,316,13,20.1,17.2,5.5,43.2,381,84,Bữa sáng,990
619,Chuối,Fruits,183,14.8,6.1,39.9,1.5,14.8,330,207,Bữa tối,816
198,Khoai tây,Vegetables,208,25.3,84.6,48,7.2,46.2,403,199,Bữa tối,723
662,Nước cam,Beverages,247,23.7,53.1,18.1,0.4,20.8,408,99,Bữa sáng,129
920,Quả táo,Fruits,521,16.2,52.5,42.4,1,46.7,692,275,Bữa sáng,810
203,Paneer,Dairy,535,17.8,91.8,26.1,1.2,26.6,878,25,Bữa phụ,558
25,Mì ống,Grains,502,40.8,64.8,30.3,0.1,26.2,112,95,Bữa trưa,382
743,Sôcôla,Snack,108,44.5,81.6,42.9,8.6,1.6,385,153,Bữa tối,580
597,Rau chân vịt,Vegetables,484,31.2,10.6,28.3,5.9,12.7,450,83,Bữa trưa,751
400,Ức gà,Meat,399,5.6,70.9,29.2,7.4,16.2,119,101,Bữa phụ,802
438,Quả táo,Fruits,98,41.9,63.2,8.4,4,42.8,730,209,Bữa tối,783
738,Nước cam,Beverages,239,47.7,55.5,11.5,2.1,20.1,315,42,Bữa sáng,926
540,Da ua,Dairy,417,1.1,99.8,21.8,8,6.2,172,109,Bữa tối,354
76,Cơm,Grains,592,31.4,10.6,16.7,4,6.5,499,201,Bữa phụ,787
472,Da ua,Dairy,117,26,10.3,47.7,9.2,21.4,52,98,Bữa trưa,680
582,Hạt,Snack,436,8.6,78.4,37.9,6.3,41,510,147,Bữa sáng,126
803,Cookie,Snack,317,31.5,17.2,8.3,3.3,11.2,460,152,Bữa sáng,506
751,Cá hồi,Meat,548,43,55.8,48.7,4.7,3.9,784,225,Bữa sáng,128
103,Paneer,Dairy,112,23.5,82.4,11.3,1.1,21.5,546,154,Bữa phụ,377
931,Cookie,Snack,449,3,68.9,47.7,1.7,37.3,841,286,Bữa trưa,503
726,Sữa,Dairy,374,40.7,87.5,49.8,1.2,10.4,766,13,Bữa phụ,306
812,Chuối,Fruits,317,24.5,12.4,31,6,0.9,617,167,Bữa phụ,915
721,Ức gà,Meat,257,1.2,57.7,14.5,7.2,7.4,853,33,Bữa trưa,416
364,Ức gà,Meat,504,40.4,16.4,25.9,3.7,43.4,726,24,Bữa phụ,680
463,Bỏng ngô,Snack,505,9.8,35.8,8,2.8,14,725,99,Bữa sáng,979
638,Cookie,Snack,179,34.2,43,16,8.7,46.7,747,64,Bữa trưa,419
111,Chip,Snack,330,38.2,41,18.3,0.4,35.4,569,69,Bữa sáng,897
450,Cookie,Snack,115,41.7,9.6,24.6,5.1,41.6,734,157,Bữa phụ,272
670,Bánh mỳ,Grains,109,34.1,62.1,14.4,5.9,21,362,180,Bữa phụ,780
276,Cà chua,Vegetables,195,22.9,62.8,47.9,4.4,14.4,789,64,Bữa trưa,988
410,Nước cam,Beverages,463,33,78.2,36.4,8.5,38.4,20,3,Bữa trưa,254
764,Phô mai,Dairy,96,48.2,15.3,43.4,7.6,37.5,243,182,Bữa phụ,829
681,Chip,Snack,525,40,36,5.2,2.7,23,120,161,Bữa phụ,999
492,Cà rốt,Vegetables,545,21.7,80.1,5.4,6.1,15.6,750,55,Bữa tối,229
823,Bánh mỳ,Grains,180,47.8,57.1,35.4,6.6,42.2,446,296,Bữa tối,482
172,Quinoa,Grains,212,2.8,62.1,37.7,9,37.2,342,182,Bữa tối,305
614,Cookie,Snack,443,43,19.4,28.2,8.6,40.7,387,195,Bữa sáng,711
451,Cá hồi,Meat,306,22.7,97.4,11.3,2.2,1.3,357,48,Bữa phụ,684
397,Quả nho,Fruits,357,36.2,28.2,22.7,0.5,37,437,293,Bữa phụ,746
959,Thịt lợn Chop,Meat,251,22.9,50.1,17,0.6,38.3,839,143,Bữa phụ,247
800,Phô mai,Dairy,186,46.7,30.4,23.5,8.9,5.6,884,149,Bữa trưa,531
632,Cookie,Snack,367,3.1,30.6,8.5,0.8,21.5,846,161,Bữa trưa,298
160,Trứng,Meat,132,48.8,41.9,37.1,6.5,39.9,363,17,Bữa trưa,699
633,Chuối,Fruits,369,25.7,31.8,19.8,4,28.2,154,160,Bữa trưa,321
117,Da ua,Dairy,376,9.3,45.3,27.7,9,5.6,445,140,Bữa sáng,706
481,Bỏng ngô,Snack,358,16,11.9,49.2,5.4,33.8,703,55,Bữa sáng,495
894,Yến mạch,Grains,331,13.5,23.4,15.5,6.8,44.7,517,235,Bữa tối,997
126,Da ua,Dairy,92,28.5,35.9,48.1,4,36.6,168,261,Bữa phụ,638
518,Khoai tây,Vegetables,353,22,61.5,38.4,2.8,21.6,325,211,Bữa tối,636
876,Quả nho,Fruits,392,25.2,56,15.3,0.2,2.9,25,283,Bữa phụ,432
313,Rau chân vịt,Vegetables,444,18.7,86,25.6,4,27.6,476,267,Bữa trưa,611
166,Trà xanh,Beverages,71,20,40.9,15.4,4.2,18.1,168,262,Bữa tối,439
203,Khoai tây,Vegetables,464,5.6,11.3,32.5,4.6,30.2,751,64,Bữa phụ,331
214,Sôcôla,Snack,592,6,46.3,7.3,3.7,42.5,670,297,Bữa sáng,187
51,Cà phê,Beverages,80,1.2,84.8,10.8,4.7,9.7,486,98,Bữa trưa,977
563,Da ua,Dairy,108,34.2,78,41,2.6,30.3,737,18,Bữa sáng,372
440,Sữa,Dairy,358,31.5,42,13.9,2.3,39.6,362,222,Bữa tối,916
782,Quinoa,Grains,237,23.2,34.5,24.3,6.9,45.4,488,9,Bữa trưa,504
994,Thịt lợn Chop,Meat,296,45.1,28.9,28.9,3.8,18.8,797,176,Bữa tối,547
112,Chip,Snack,535,13,65.6,4.5,4.9,33.7,537,61,Bữa tối,537
501,Quả cam,Fruits,410,20.4,13.8,23.2,3.7,46.1,99,275,Bữa trưa,353
146,Quinoa,Grains,221,8.9,34.3,19.1,9.5,16.1,579,44,Bữa tối,826
991,Bơ,Dairy,489,28,26.7,44.9,1.7,13.5,157,44,Bữa tối,540
206,Quả dâu,Fruits,172,22.8,93.8,24.4,7.6,19.2,608,224,Bữa phụ,525
416,Chip,Snack,429,34.7,95,18.3,3.8,31.9,164,197,Bữa sáng,669
699,Nước,Beverages,560,32.6,61.5,18.9,7.7,26.4,574,169,Bữa trưa,242
173,Yến mạch,Grains,170,44.5,66,4.5,4.4,10.7,774,225,Bữa tối,883
32,Phô mai,Dairy,149,16.2,53.3,18.5,7.2,1.4,373,205,Bữa sáng,325
685,Thịt bò bít tết,Meat,88,14.3,53,23.1,3.3,40.1,853,103,Bữa phụ,236
996,Quả dâu,Fruits,476,46.1,69.9,19.6,4,46.3,442,131,Bữa trưa,311
84,Yến mạch,Grains,258,8.5,88.1,11.5,6.1,48,146,125,Bữa tối,767
796,Thịt bò bít tết,Meat,272,44.7,33.2,45.9,7.2,16.9,541,82,Bữa tối,201
803,Bơ,Dairy,585,34.1,89.5,8.2,7.5,15.5,192,76,Bữa sáng,1000
882,Quả cam,Fruits,303,41.8,12,37.7,7.6,40.3,208,34,Bữa sáng,536
336,Bỏng ngô,Snack,480,7.3,35,26.4,4.7,34,484,0,Bữa sáng,922
224,Trà xanh,Beverages,119,21.5,79.6,25.9,3.9,37.9,576,94,Bữa phụ,222
786,Sữa,Dairy,219,12.1,17.1,22.7,8.9,36.8,949,231,Bữa trưa,953
630,Da ua,Dairy,336,49.2,99.3,18.4,1.6,37.1,328,110,Bữa trưa,567
103,Sữa,Dairy,193,29.9,53.8,24.4,9.8,34.8,886,184,Bữa sáng,435
743,Hạt,Snack,447,45.1,88.5,5.2,6.7,0.3,269,165,Bữa phụ,609
728,Da ua,Dairy,596,40.8,97,19.8,5.8,19.4,971,293,Bữa sáng,807
826,Quinoa,Grains,523,24.1,39.8,10.1,6.9,35.1,933,67,Bữa sáng,944
551,Cà phê,Beverages,187,21.4,7.4,24.6,2.8,18.2,714,236,Bữa tối,954
16,Sữa,Dairy,325,13.6,79.3,28.8,2.9,27.5,137,285,Bữa trưa,352
414,Bông cải xanh,Vegetables,149,34.4,51.5,40.6,1.1,43.5,419,210,Bữa tối,593
936,Sữa lắc,Beverages,528,49.4,34.2,41,4.3,45.1,891,293,Bữa phụ,492
60,Chip,Snack,52,19.3,7.2,44.2,3.1,17,825,7,Bữa phụ,218
256,Quả dâu,Fruits,251,5.8,80.9,18.9,8.7,21.6,760,160,Bữa sáng,205
624,Thịt lợn Chop,Meat,358,43.5,73.1,8.9,9.4,42.9,30,87,Bữa sáng,165
821,Cá hồi,Meat,313,25.4,63.2,27.2,3.9,43.9,266,143,Bữa trưa,391
418,Rau chân vịt,Vegetables,186,39.6,38.1,2.1,1.4,8.2,771,117,Bữa tối,107
727,Yến mạch,Grains,73,13.3,85.4,19,5.4,45.6,478,205,Bữa sáng,683
864,Quả dâu,Fruits,399,9.8,26.1,41.5,6,40.6,722,138,Bữa tối,509
635,Cơm,Grains,413,4.6,58.6,43.3,5.7,5.5,19,207,Bữa sáng,814
165,Cá hồi,Meat,581,25.1,62.3,12.8,8.3,42.6,962,148,Bữa tối,681
140,Hạt,Snack,495,26.4,66.4,10.3,2.7,17.1,613,276,Bữa sáng,109
948,Sữa,Dairy,187,38.1,61.4,30.5,8.5,40.8,559,20,Bữa tối,412
191,Cookie,Snack,355,32.4,20.9,25.2,3.4,13.5,977,17,Bữa phụ,675
550,Cà chua,Vegetables,555,31.4,75.4,7.8,9.6,13.3,239,101,Bữa tối,448
913,Khoai tây,Vegetables,326,12.2,65.4,13.6,3.4,36.9,431,222,Bữa trưa,755
286,Sữa lắc,Beverages,376,11.8,44.1,37.9,0.6,41.2,792,114,Bữa trưa,269
148,Quả cam,Fruits,579,19.6,30.1,18.8,4.7,39.5,382,205,Bữa trưa,318
608,Quả nho,Fruits,206,19.9,92.9,22.9,9.9,25.9,660,21,Bữa sáng,640
315,Bông cải xanh,Vegetables,163,36.7,37.4,3.9,2.5,29.9,826,181,Bữa tối,464
492,Phô mai,Dairy,558,6.5,87.9,45.3,5.2,20.2,137,254,Bữa sáng,773
562,Sôcôla,Snack,156,39.4,24.1,28.4,3.9,7.5,858,66,Bữa phụ,974
991,Khoai tây,Vegetables,283,34.9,98.5,40.2,6.6,31.8,647,92,Bữa sáng,221
841,Cookie,Snack,490,45.6,18.4,43.7,4.6,37,836,261,Bữa tối,668
750,Thịt bò bít tết,Meat,260,5.7,34.6,45.5,3.8,37.6,690,77,Bữa tối,509
533,Cơm,Grains,441,43.1,59.1,18.6,6.1,16.2,256,25,Bữa trưa,602
778,Cà chua,Vegetables,70,47.7,45.6,43.4,4.4,33.8,87,244,Bữa phụ,921
294,Bơ,Dairy,109,12.9,22.3,47.9,4.5,15.7,687,128,Bữa tối,692
130,Rau chân vịt,Vegetables,307,3.4,32.9,37,9.6,41.9,564,65,Bữa trưa,191
538,Quả nho,Fruits,561,8.2,72.1,36.1,8.4,11.4,681,36,Bữa trưa,111
937,Thịt lợn Chop,Meat,54,32.7,91.4,49.2,6.8,36.5,598,213,Bữa phụ,507
740,Thịt lợn Chop,Meat,491,19.5,58.8,42.6,5.9,7.4,889,214,Bữa trưa,987
563,Sôcôla,Snack,598,31.4,45.7,47.2,3.1,21,73,214,Bữa sáng,762
858,Bông cải xanh,Vegetables,458,13.1,35.1,31.2,8.7,1.6,174,166,Bữa sáng,438
736,Bông cải xanh,Vegetables,89,33.4,85.4,13.8,9.4,49.4,205,183,Bữa trưa,767
669,Bỏng ngô,Snack,184,42.2,26.4,40.7,4.6,43.5,330,212,Bữa phụ,613
613,Trà xanh,Beverages,237,20.7,51.6,39.5,6.6,1.5,111,38,Bữa trưa,139
97,Nước cam,Beverages,453,28.9,16.2,2.5,6.4,8.2,89,236,Bữa trưa,651
779,Sữa lắc,Beverages,364,22.2,90.4,46.5,4,2.2,788,1,Bữa tối,461
85,Cà rốt,Vegetables,509,19.7,24.6,42.1,4.6,46.1,28,22,Bữa sáng,893
20,Sữa lắc,Beverages,301,17.5,90.1,32.4,5.6,5,920,251,Bữa trưa,596
14,Cà phê,Beverages,527,47.8,18.2,38.5,6.2,15.8,877,78,Bữa trưa,795
141,Paneer,Dairy,444,28.2,59.9,5.3,8.9,8.7,449,30,Bữa sáng,896
476,Nước cam,Beverages,513,12.2,93,17.9,8.8,26.2,885,52,Bữa tối,546
262,Quả táo,Fruits,508,2.6,77.5,5.4,0.4,16.4,148,45,Bữa tối,206
893,Ức gà,Meat,504,13.5,68.1,7.7,8.7,4.6,217,212,Bữa phụ,765
23,Quinoa,Grains,217,32.8,54.2,13.6,7.3,33.3,162,264,Bữa trưa,857
624,Quinoa,Grains,266,36.7,32.8,8,1,30.5,582,237,Bữa sáng,484
700,Cơm,Grains,227,6.2,17,29.2,6.4,7.2,208,109,Bữa trưa,992
317,Rau chân vịt,Vegetables,203,18.3,45.8,35.4,8.9,26.3,105,70,Bữa sáng,954
776,Bơ,Dairy,461,26.8,62.8,43.7,5,3.8,518,73,Bữa trưa,150
11,Sữa lắc,Beverages,552,27,95.7,36.7,1.5,40.3,241,86,Bữa phụ,906
185,Chuối,Fruits,440,46,18.8,6.6,4.4,32.1,428,81,Bữa trưa,683
985,Hạt,Snack,170,20.7,57.7,36.9,6,15.2,602,207,Bữa phụ,371
644,Trà xanh,Beverages,573,10.1,97.1,7.5,1.2,1.2,499,155,Bữa tối,586
110,Paneer,Dairy,95,31.7,22.4,39.5,8.7,0.5,233,258,Bữa trưa,817
427,Cà phê,Beverages,113,42.7,98.3,16.8,0.3,2.6,145,161,Bữa phụ,497
846,Cà chua,Vegetables,236,1.2,34.7,40,8.6,13.7,342,198,Bữa trưa,552
324,Trứng,Meat,248,4.4,75.7,38.3,3.5,4.3,28,202,Bữa phụ,667
220,Chip,Snack,362,5.8,65.7,26.6,8,33.8,893,290,Bữa tối,800
705,Da ua,Dairy,161,38.3,53.6,4.8,9.3,25.6,348,116,Bữa sáng,482
514,Paneer,Dairy,385,47,46.1,37,2,1.7,501,281,Bữa sáng,516
573,Yến mạch,Grains,472,3.6,71.1,11.5,1.3,21.8,123,69,Bữa sáng,205
621,Bông cải xanh,Vegetables,263,29.9,22.2,43.6,9.9,49.5,464,98,Bữa sáng,710
830,Hạt,Snack,590,10.9,69.9,32.3,9.4,22,359,166,Bữa phụ,131
859,Quả cam,Fruits,546,10.1,82.7,4.9,3.1,44.3,978,92,Bữa sáng,235
225,Thịt lợn Chop,Meat,507,13.5,84.7,17,8.1,37.5,958,35,Bữa tối,722
919,Phô mai,Dairy,392,19.9,54.9,36.6,3.7,42.4,660,26,Bữa phụ,902
665,Cà phê,Beverages,463,42.3,20.1,25.2,2.6,15.3,423,218,Bữa phụ,266
460,Cà chua,Vegetables,571,8.8,71.1,5.8,2.5,7,352,145,Bữa sáng,967
757,Bơ,Dairy,478,27.5,26.5,12.5,4.8,37.5,921,258,Bữa sáng,715
938,Quả dâu,Fruits,253,23.8,98.7,14.9,5.7,13.6,402,206,Bữa tối,454
75,Sôcôla,Snack,137,4.9,10.7,2.5,2.8,9.8,863,64,Bữa tối,108
