id,user_query,category,answer
287,Check calo món sữa chua giùm cháu.,nutrition_fact,"Chào bạn, theo dữ liệu thì món sữa chua chứa khoảng 241 calo/100g."
288,"Đang giảm béo mà đói quá, cho xin chế độ ăn chống đói.",meal_plan,"Thực đơn diet hôm nay: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
289,cho xin mình cái menu xuống ký cứu với.,meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Ức gà luộc xé phay. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
290,"tôi gầy quá, muốn có bữa ăn béo lên với.",meal_plan,Menu giàu năng lượng: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Mì xào bò rau cải. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
291,"Đang giảm béo mà đói quá, lên giúp chế độ ăn chống đói.",meal_plan,Menu ít calo tham khảo: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Canh bí xanh nấu tôm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
292,"Vừa ăn bún riêu xong, sợ béo quá cứu chị.",nutrition_fact,"Chào bạn, theo dữ liệu thì món bún riêu chứa khoảng 99 calo/100g."
293,"trợ lý ơi, tôi muốn diet, ăn uống thế nào?",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Salad cá ngừ ít sốt. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
294,"người mới gầy quá, lên giúp menu lên ký với.",meal_plan,Thực đơn xả cơ: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
295,muốn có em cái thực đơn xuống ký cứu với.,meal_plan,Lịch ăn giảm mỡ: Sáng: Salad ức gà nhỏ. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)
296,cho xin người mới cái thực đơn siết mỡ help me.,meal_plan,Menu ít calo tham khảo: Sáng: Sinh tố bơ chuối ít đường. Trưa: Bún chùm ngây thịt nạc. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)
297,"Vừa ăn đậu hũ xong, sợ béo quá cứu anh.",nutrition_fact,"Chào bạn, theo dữ liệu thì món đậu hũ chứa khoảng 94 calo/100g."
298,lên giúp anh cái bữa ăn eat clean nhanh giúp em.,meal_plan,"Thực đơn diet hôm nay: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
299,"Bố người mới bị đau dạ dày, xin menu an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Trà hoa cúc. (Nhớ uống đủ 2 lít nước nhé!)
300,Check calo món sữa chua giùm mình.,nutrition_fact,"Chào bạn, theo dữ liệu thì món sữa chua chứa khoảng 662 calo/100g."
301,Có chế độ ăn nào giúp lên ký cấp tốc không bot?,meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
302,Có lịch ăn nào giúp tăng cân cấp tốc không ad?,meal_plan,Menu giàu năng lượng: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
303,Làm sao để xuống ký nhanh? Cho xin bữa ăn mẫu.,meal_plan,Thực đơn diet hôm nay: Sáng: Salad ức gà nhỏ. Trưa: Bún chùm ngây thịt nạc. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
304,Làm sao để giảm cân nhanh? Cho xin chế độ ăn mẫu.,meal_plan,"Thực đơn diet hôm nay: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
305,Chỉ mẹ bỉm cách ăn để xuống ký trong 1 tuần.,meal_plan,"Thực đơn diet hôm nay: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
306,"tớ gầy quá, lên giúp menu thoát gầy với.",meal_plan,Menu giàu năng lượng: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
307,Có bữa ăn nào giúp thoát gầy cấp tốc không chuyên gia?,meal_plan,Kế hoạch tăng cân: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
308,kế hoạch ăn uống kiêng khem cho bệnh nhân béo phì.,meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Cháo yến mạch nấu rau củ. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Rau củ kho chay. Bữa phụ: Sữa hạt không đường. (Nhớ uống đủ 2 lít nước nhé!)
309,"bot ơi, mình muốn giảm béo, ăn uống thế nào?",meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Salad cá ngừ ít sốt. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)
310,menu kiêng khem cho bệnh nhân tiểu đường.,meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Cháo yến mạch nấu rau củ. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
311,cho xin tớ cái menu giảm béo cần ngay.,meal_plan,"Menu ít calo tham khảo: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
312,gợi ý anh cái bữa ăn diet cần ngay.,meal_plan,Thực đơn diet hôm nay: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Bún chùm ngây thịt nạc. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)
313,Có menu nào giúp lên ký cấp tốc không bot?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
314,Gợi ý menu sống khỏe với bệnh đau dạ dày.,meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Bánh cuốn tráng mỏng ít nhân. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Salad dưa chuột cà chua. Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
315,làm cho em cái chế độ ăn giảm cân cứu với.,meal_plan,"Thực đơn diet hôm nay: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
316,"Đang siết mỡ mà đói quá, làm cho bữa ăn chống đói.",meal_plan,"Thực đơn diet hôm nay: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
317,"chuyên gia ơi, chị muốn eat clean, ăn uống thế nào?",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Canh bí xanh nấu tôm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
318,thực đơn diet cho dân văn phòng lười nấu?,meal_plan,"Thực đơn diet hôm nay: Sáng: Salad ức gà nhỏ. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Canh bí xanh nấu tôm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
319,bữa ăn siết mỡ cho dân văn phòng lười nấu?,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Ức gà luộc xé phay. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
320,Có chế độ ăn nào giúp tăng cân cấp tốc không admin?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Cơm sườn bì chả và Canh chua. Tối: Mì xào bò rau cải. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
321,Nhịn ăn sáng có hại không?,general_questions,"Vấn đề này rất tốt cho sức khỏe, bạn nên duy trì thói quen nhé."
322,Có thực đơn nào giúp tăng cơ cấp tốc không ad?,meal_plan,Menu giàu năng lượng: Sáng: Bánh mì ốp la 2 trứng và Sữa đậu nành. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
323,"chị gầy quá, cần kế hoạch ăn uống thoát gầy với.",meal_plan,Menu giàu năng lượng: Sáng: Phở bò tái nạm trứng chần. Trưa: Bò bít tết và Khoai tây chiên. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
324,làm cho mình cái chế độ ăn giảm béo help me.,meal_plan,"Menu ít calo tham khảo: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Ức gà luộc xé phay. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
325,"trợ lý ơi, em muốn xuống ký, ăn uống thế nào?",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Salad ức gà nhỏ. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
326,làm cho người mới cái kế hoạch ăn uống diet cần ngay.,meal_plan,"Lịch ăn giảm mỡ: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
327,"mẹ bỉm gầy quá, muốn có bữa ăn tăng cân với.",meal_plan,Kế hoạch tăng cân: Sáng: Xôi gà xá xíu. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
328,làm cho mình cái chế độ ăn diet nhanh giúp em.,meal_plan,Lịch ăn giảm mỡ: Sáng: Salad ức gà nhỏ. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Salad cá ngừ ít sốt. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
329,Check calo món nước ngọt giùm anh.,nutrition_fact,"Chào bạn, theo dữ liệu thì món nước ngọt chứa khoảng 375 calo/100g."
330,Có chế độ ăn nào giúp tăng cơ cấp tốc không bot?,meal_plan,Menu giàu năng lượng: Sáng: Phở bò tái nạm trứng chần. Trưa: Bò bít tết và Khoai tây chiên. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
331,"Đang eat clean mà đói quá, muốn có bữa ăn chống đói.",meal_plan,"Thực đơn diet hôm nay: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
332,"Vừa ăn táo xong, sợ béo quá cứu chị.",nutrition_fact,"Chào bạn, theo dữ liệu thì món táo chứa khoảng 554 calo/100g."
333,"Bố em bị mỡ máu, xin menu an toàn.",meal_plan,Thực đơn lành mạnh: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Đậu phụ sốt cà chua và Cơm lứt. Tối: Salad dưa chuột cà chua. Bữa phụ: Củ đậu. (Nhớ uống đủ 2 lít nước nhé!)
334,gợi ý tôi cái bữa ăn giảm béo help me.,meal_plan,Lịch ăn giảm mỡ: Sáng: Salad ức gà nhỏ. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Canh bí xanh nấu tôm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
335,lên giúp tớ cái kế hoạch ăn uống giảm cân gấp gấp.,meal_plan,"Lịch ăn giảm mỡ: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
336,"Đang giảm cân mà đói quá, gợi ý lịch ăn chống đói.",meal_plan,Gợi ý Eat Clean cho bạn: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Salad cá ngừ ít sốt. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)
337,pizza bao nhiêu calo thế admin?,nutrition_fact,"Chào bạn, theo dữ liệu thì món pizza chứa khoảng 398 calo/100g."
338,"Đang xuống ký mà đói quá, làm cho kế hoạch ăn uống chống đói.",meal_plan,"Lịch ăn giảm mỡ: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Súp rau củ thập cẩm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
339,"tớ gầy quá, cho xin bữa ăn tăng cơ với.",meal_plan,Thực đơn xả cơ: Sáng: Xôi gà xá xíu. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
340,Có lịch ăn nào giúp lên ký cấp tốc không chuyên gia?,meal_plan,Menu giàu năng lượng: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm sườn bì chả và Canh chua. Tối: Mì xào bò rau cải. Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
341,"chị gầy quá, muốn có chế độ ăn tăng cân với.",meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Cơm sườn bì chả và Canh chua. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
342,Làm sao để giảm cân nhanh? Cho xin thực đơn mẫu.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Salad cá ngừ ít sốt. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
343,Ăn gì để tăng cân mà không bị tích mỡ bụng?,meal_plan,Menu giàu năng lượng: Sáng: Phở bò tái nạm trứng chần. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
344,cho xin chị cái chế độ ăn diet help me.,meal_plan,"Thực đơn diet hôm nay: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
345,"bác sĩ ơi, mẹ bỉm muốn giảm béo, ăn uống thế nào?",meal_plan,Menu ít calo tham khảo: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Bún chùm ngây thịt nạc. Tối: Ức gà luộc xé phay. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
346,"ad ơi, chị muốn giảm cân, ăn uống thế nào?",meal_plan,"Lịch ăn giảm mỡ: Sáng: Sinh tố bơ chuối ít đường. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
347,"anh gầy quá, làm cho kế hoạch ăn uống lên ký với.",meal_plan,Kế hoạch tăng cân: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
348,gợi ý mẹ bỉm cái bữa ăn xuống ký help me.,meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Salad ức gà nhỏ. Trưa: Bún chùm ngây thịt nạc. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)
349,"Đang diet mà đói quá, muốn có chế độ ăn chống đói.",meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Canh bí xanh nấu tôm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
350,tư vấn mẹ bỉm cái chế độ ăn xuống ký cứu với.,meal_plan,"Lịch ăn giảm mỡ: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Súp rau củ thập cẩm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)"
351,Trong phở bò có chất gì bổ không?,nutrition_fact,"Chào bạn, theo dữ liệu thì món phở bò chứa khoảng 607 calo/100g."
352,Chỉ cháu cách ăn để diet trong 1 tuần.,meal_plan,"Thực đơn diet hôm nay: Sáng: Yến mạch ngâm sữa chua qua đêm. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Ức gà luộc xé phay. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
353,"Bố tôi bị béo phì, xin bữa ăn an toàn.",meal_plan,Thực đơn lành mạnh: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Cá hấp xì dầu và Rau luộc (nhiều rau). Tối: Salad dưa chuột cà chua. Bữa phụ: Dưa chuột. (Nhớ uống đủ 2 lít nước nhé!)
354,Lên lịch ăn uống để tăng cân đón Tết giúp tôi.,meal_plan,Kế hoạch tăng cân: Sáng: Phở bò tái nạm trứng chần. Trưa: Bò bít tết và Khoai tây chiên. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
355,Có kế hoạch ăn uống nào giúp tăng cân cấp tốc không trợ lý?,meal_plan,Kế hoạch tăng cân: Sáng: Xôi gà xá xíu. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
356,làm cho cháu cái lịch ăn eat clean cần ngay.,meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Salad ức gà nhỏ. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)
357,"người mới gầy quá, muốn có menu thoát gầy với.",meal_plan,Thực đơn xả cơ: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Mì xào bò rau cải. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
358,"Vừa ăn khoai lang xong, sợ béo quá cứu em.",nutrition_fact,"Chào bạn, theo dữ liệu thì món khoai lang chứa khoảng 475 calo/100g."
359,Lên lịch ăn uống để lên ký đón Tết giúp anh.,meal_plan,Menu giàu năng lượng: Sáng: Xôi gà xá xíu. Trưa: Gà rán và Cơm rang dương châu. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Sữa whey protein. (Nhớ uống đủ 2 lít nước nhé!)
360,Có lịch ăn nào giúp tăng cân cấp tốc không bot?,meal_plan,Thực đơn xả cơ: Sáng: Phở bò tái nạm trứng chần. Trưa: Gà rán và Cơm rang dương châu. Tối: Mì xào bò rau cải. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
361,"trợ lý ơi, chị muốn giảm béo, ăn uống thế nào?",meal_plan,"Lịch ăn giảm mỡ: Sáng: Sinh tố bơ chuối ít đường. Trưa: Tôm hấp, Miến dong và Rau cải. Tối: Salad cá ngừ ít sốt. Bữa phụ: 1 quả táo. (Nhớ uống đủ 2 lít nước nhé!)"
362,"tôi gầy quá, tư vấn chế độ ăn béo lên với.",meal_plan,Thực đơn xả cơ: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Mì xào bò rau cải. Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
363,"anh gầy quá, tư vấn chế độ ăn tăng cơ với.",meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bún bò huế đầy đủ. Trưa: Cơm thịt kho tàu và Trứng luộc. Tối: Lẩu thái hải sản (ăn tại nhà). Bữa phụ: Chuối và Bơ đậu phộng. (Nhớ uống đủ 2 lít nước nhé!)
364,gợi ý em cái kế hoạch ăn uống xuống ký nhanh giúp em.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
365,Có chế độ ăn nào giúp tăng cơ cấp tốc không trợ lý?,meal_plan,Ăn thế này đảm bảo lên ký: Sáng: Bún bò huế đầy đủ. Trưa: Gà rán và Cơm rang dương châu. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
366,thực đơn tăng cân cho người tập gym?,meal_plan,Kế hoạch tăng cân: Sáng: Bún bò huế đầy đủ. Trưa: Bò bít tết và Khoai tây chiên. Tối: Cháo sườn sụn và Quẩy. Bữa phụ: Sinh tố bơ sầu riêng. (Nhớ uống đủ 2 lít nước nhé!)
367,"bác sĩ ơi, tôi muốn siết mỡ, ăn uống thế nào?",meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: Sinh tố bơ chuối ít đường. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
368,Chỉ anh cách ăn để eat clean trong 1 tuần.,meal_plan,"Lịch ăn giảm mỡ: Sáng: 1 quả trứng luộc và 1 lát bánh mì đen. Trưa: Cá hồi nướng, Quinoa và Salad. Tối: Súp rau củ thập cẩm. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
369,"Bố chị bị đau dạ dày, xin menu an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Cháo yến mạch nấu rau củ. Trưa: Thịt nạc luộc và Canh mướp đắng. Tối: Canh rau cải nấu thịt bằm. Bữa phụ: Trà hoa cúc. (Nhớ uống đủ 2 lít nước nhé!)
370,"anh gầy quá, lên giúp menu lên ký với.",meal_plan,Thực đơn xả cơ: Sáng: Xôi gà xá xíu. Trưa: Gà rán và Cơm rang dương châu. Tối: Cơm cá thu sốt cà và Canh rau ngót thịt bằm. Bữa phụ: Bánh bông lan trứng muối. (Nhớ uống đủ 2 lít nước nhé!)
371,"Bố tớ bị đau dạ dày, xin chế độ ăn an toàn.",meal_plan,Chế độ ăn kiểm soát bệnh: Sáng: Súp lơ luộc và 1 trứng chần. Trưa: Mực xào cần tây và 1/2 bát cơm. Tối: Rau củ kho chay. Bữa phụ: Trà hoa cúc. (Nhớ uống đủ 2 lít nước nhé!)
372,"Đang diet mà đói quá, lên giúp menu chống đói.",meal_plan,"Thực đơn diet hôm nay: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Canh bí xanh nấu tôm. Bữa phụ: 1 hũ sữa chua không đường. (Nhớ uống đủ 2 lít nước nhé!)"
373,Chỉ em cách ăn để giảm cân trong 1 tuần.,meal_plan,Gợi ý Eat Clean cho bạn: Sáng: Sinh tố bơ chuối ít đường. Trưa: Thịt bò xào ớt chuông và 1/2 chén cơm. Tối: Canh bí xanh nấu tôm. Bữa phụ: Hạt hạnh nhân. (Nhớ uống đủ 2 lít nước nhé!)
374,muốn có em cái thực đơn giảm cân cần ngay.,meal_plan,"Gợi ý Eat Clean cho bạn: Sáng: 2 lòng trắng trứng và khoai lang luộc. Trưa: Ức gà áp chảo, Cơm gạo lứt và Bông cải xanh. Tối: Một đĩa rau muống luộc và 1 trứng kho. Bữa phụ: Nước ép cần tây. (Nhớ uống đủ 2 lít nước nhé!)"
375,sầu riêng bao nhiêu calo thế shop?,nutrition_fact,"Chào bạn, theo dữ liệu thì món sầu riêng chứa khoảng 460 calo/100g."
376,Check calo món nước ngọt giùm mình.,nutrition_fact,"Chào bạn, theo dữ liệu thì món nước ngọt chứa khoảng 683 calo/100g."
