User_ID,Food_Item,Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Cholesterol_mg,Meal_Type,Water_Intake_ml,Food_norm
769,Cà chua,Vegetables,164,31.0,76.4,11.8,9.9,7.0,984,6,Bữa trưa,514,ca chua
505,Trứng,Meat,434,26.7,51.8,32.1,2.0,35.8,593,297,Bữa trưa,308,trung
576,Yến mạch,Grains,257,19.2,19.9,48.4,2.3,21.1,281,54,Bữa phụ,619,yen mach
179,Quả táo,Fruits,383,32.6,8.3,32.4,7.7,13.6,86,115,Bữa trưa,507,qua tao
92,Mì ống,Grains,273,19.2,73.7,24.5,8.0,4.0,742,142,Bữa phụ,499,mi ong
757,Quả nho,Fruits,472,20.5,80.4,29.0,8.7,39.8,446,93,Bữa phụ,581,qua nho
342,Mì ống,Grains,190,35.1,69.5,35.1,9.9,33.7,146,117,Bữa trưa,967,mi ong
669,Quả cam,Fruits,566,6.6,19.3,29.0,2.6,47.1,959,259,Bữa tối,307,qua cam
999,Sữa lắc,Beverages,464,14.8,60.8,33.2,6.4,40.4,818,299,Bữa tối,377,sua lac
432,Nước,Beverages,599,23.4,73.6,46.2,0.6,39.0,609,282,Bữa sáng,334,nuoc
238,Mì ống,Grains,386,10.7,51.3,26.4,0.1,48.7,723,87,Bữa sáng,955,mi ong
881,Trà xanh,Beverages,78,14.0,6.5,46.7,4.4,0.0,384,155,Bữa phụ,782,tra xanh
489,Quinoa,Grains,100,47.4,95.4,31.3,9.3,46.6,200,199,Bữa phụ,603,quinoa
960,Nước cam,Beverages,446,22.3,8.9,9.5,1.3,1.3,361,152,Bữa tối,861,nuoc cam
892,Nước cam,Beverages,555,20.4,99.1,6.5,0.3,35.5,681,168,Bữa sáng,508,nuoc cam
160,Sữa lắc,Beverages,193,19.8,72.8,6.8,9.4,43.5,208,273,Bữa phụ,572,sua lac
985,Da ua,Dairy,506,26.9,7.7,16.0,6.5,30.8,37,113,Bữa phụ,451,da ua
174,Nước,Beverages,297,4.3,23.6,20.4,6.6,49.1,49,230,Bữa sáng,137,nuoc
840,Trà xanh,Beverages,304,2.2,10.0,23.6,0.9,24.1,337,56,Bữa trưa,651,tra xanh
168,Cà chua,Vegetables,529,12.8,70.9,15.1,9.1,5.0,937,85,Bữa tối,931,ca chua
814,Ức gà,Meat,70,35.3,38.4,18.7,2.2,35.2,672,250,Bữa trưa,323,uc ga
97,Quinoa,Grains,359,14.0,99.3,46.6,4.0,20.4,269,191,Bữa sáng,143,quinoa
472,Sữa,Dairy,437,2.2,73.9,19.1,3.7,41.0,998,238,Bữa trưa,630,sua
128,Cá hồi,Meat,471,40.4,70.8,10.7,7.9,1.6,359,31,Bữa sáng,829,ca hoi
18,Cà phê,Beverages,497,22.7,5.7,4.0,9.1,33.9,564,213,Bữa trưa,235,ca phe
6,Yến mạch,Grains,277,14.9,77.9,42.0,8.3,48.1,900,230,Bữa tối,825,yen mach
993,Cà phê,Beverages,441,46.2,80.7,35.8,8.1,17.9,959,255,Bữa tối,541,ca phe
374,Mì ống,Grains,290,14.1,68.7,14.7,1.6,42.0,865,40,Bữa sáng,245,mi ong
127,Quả cam,Fruits,421,37.6,95.3,26.0,10.0,36.9,444,297,Bữa tối,844,qua cam
737,Mì ống,Grains,224,31.7,57.8,24.4,6.9,27.8,759,75,Bữa tối,800,mi ong
963,Trứng,Meat,321,44.9,99.1,6.9,3.2,48.0,478,5,Bữa phụ,982,trung
727,Phô mai,Dairy,409,19.9,36.2,22.9,6.3,1.6,695,124,Bữa trưa,389,pho mai
698,Cà rốt,Vegetables,493,32.0,14.1,46.1,7.6,40.1,67,72,Bữa trưa,468,ca rot
675,Bơ,Dairy,520,12.7,99.4,25.8,8.0,44.2,512,99,Bữa sáng,860,bo
926,Rau chân vịt,Vegetables,107,3.7,43.2,26.6,6.8,7.6,188,12,Bữa phụ,146,rau chan vit
122,Chip,Snack,444,12.0,32.8,15.0,8.9,37.7,402,82,Bữa sáng,448,chip
376,Sữa lắc,Beverages,549,2.5,89.0,18.0,6.3,33.6,54,180,Bữa tối,958,sua lac
867,Sôcôla,Snack,485,36.0,59.4,36.4,7.5,1.2,56,54,Bữa tối,242,socola
90,Chuối,Fruits,158,18.1,44.3,48.8,6.3,19.1,137,120,Bữa trưa,386,chuoi
464,Nước cam,Beverages,515,26.7,67.7,30.7,5.0,10.5,839,14,Bữa tối,914,nuoc cam
180,Bơ,Dairy,214,24.0,27.9,36.7,9.9,19.1,87,167,Bữa trưa,468,bo
460,Phô mai,Dairy,385,2.9,82.6,18.3,6.5,35.8,307,87,Bữa phụ,644,pho mai
777,Quả cam,Fruits,446,23.2,70.3,5.3,2.1,32.9,781,267,Bữa tối,248,qua cam
575,Bơ,Dairy,310,36.4,84.4,29.9,6.3,35.1,721,280,Bữa sáng,786,bo
973,Cookie,Snack,114,25.1,45.9,46.6,2.1,7.8,627,118,Bữa tối,553,cookie
169,Quả dâu,Fruits,409,29.9,61.2,25.5,5.1,23.1,733,141,Bữa trưa,391,qua dau
725,Thịt bò bít tết,Meat,315,19.7,83.8,15.0,0.9,30.1,551,193,Bữa tối,169,thit bo bit tet
185,Chip,Snack,542,31.6,91.4,24.8,4.1,6.8,521,219,Bữa trưa,102,chip
139,Sôcôla,Snack,225,3.8,86.5,39.4,8.9,38.2,234,74,Bữa tối,721,socola
512,Quả táo,Fruits,147,40.5,85.8,31.9,4.6,13.1,259,265,Bữa phụ,368,qua tao
908,Khoai tây,Vegetables,375,36.0,92.3,23.2,3.7,26.2,409,74,Bữa sáng,478,khoai tay
509,Cookie,Snack,115,16.8,83.0,12.1,7.1,40.7,316,48,Bữa trưa,929,cookie
902,Quả táo,Fruits,394,3.6,66.9,3.1,0.7,17.7,869,26,Bữa sáng,793,qua tao
440,Trứng,Meat,195,31.2,66.8,35.2,4.7,38.5,729,88,Bữa sáng,364,trung
39,Cà phê,Beverages,314,6.8,32.6,48.7,2.0,9.2,768,105,Bữa sáng,198,ca phe
303,Trứng,Meat,292,11.6,40.3,27.2,7.0,20.9,350,243,Bữa phụ,416,trung
444,Bông cải xanh,Vegetables,199,26.9,99.9,43.8,4.9,30.2,237,36,Bữa sáng,969,bong cai xanh
252,Cà rốt,Vegetables,95,17.9,11.1,41.4,6.3,41.5,65,21,Bữa trưa,299,ca rot
759,Sôcôla,Snack,463,46.5,26.0,18.4,5.8,26.4,145,125,Bữa trưa,581,socola
651,Cơm,Grains,229,4.1,36.0,21.1,2.0,22.5,875,181,Bữa sáng,264,com
864,Phô mai,Dairy,74,17.6,85.4,40.8,0.0,16.1,627,21,Bữa trưa,440,pho mai
15,Quinoa,Grains,414,41.2,91.0,48.0,4.9,11.8,489,246,Bữa phụ,241,quinoa
720,Cà chua,Vegetables,265,45.5,80.6,2.3,8.2,13.7,704,121,Bữa phụ,689,ca chua
327,Sữa lắc,Beverages,570,8.5,61.2,32.6,5.2,34.8,408,216,Bữa sáng,376,sua lac
14,Cà rốt,Vegetables,579,14.9,99.9,7.8,4.9,40.1,530,273,Bữa sáng,109,ca rot
913,Chip,Snack,63,5.9,88.4,6.0,1.3,45.2,779,32,Bữa trưa,542,chip
951,Phô mai,Dairy,128,41.2,38.0,18.3,7.3,36.7,7,156,Bữa trưa,381,pho mai
687,Ức gà,Meat,305,8.4,94.3,30.7,1.6,22.5,526,258,Bữa phụ,353,uc ga
454,Ức gà,Meat,400,40.4,60.1,28.9,4.2,49.6,487,293,Bữa trưa,884,uc ga
784,Quả nho,Fruits,280,48.0,31.8,15.6,8.0,41.8,691,249,Bữa trưa,589,qua nho
517,Bơ,Dairy,172,13.0,5.0,4.7,8.7,37.0,590,207,Bữa sáng,608,bo
587,Khoai tây,Vegetables,304,26.3,43.5,19.4,4.2,28.7,876,268,Bữa sáng,500,khoai tay
161,Sữa lắc,Beverages,176,32.5,68.8,49.0,7.6,15.1,823,213,Bữa phụ,151,sua lac
205,Bông cải xanh,Vegetables,474,19.0,72.2,35.2,0.0,15.5,238,113,Bữa phụ,299,bong cai xanh
946,Chuối,Fruits,511,14.3,28.4,23.2,6.0,7.0,172,126,Bữa phụ,351,chuoi
967,Nước,Beverages,408,11.5,32.0,20.3,2.3,9.1,811,125,Bữa phụ,332,nuoc
635,Paneer,Dairy,156,37.5,74.1,28.8,1.4,14.1,550,280,Bữa tối,602,paneer
683,Chuối,Fruits,345,33.0,88.1,15.8,0.0,49.3,820,172,Bữa trưa,680,chuoi
375,Trứng,Meat,264,36.0,56.4,26.3,3.5,22.9,225,93,Bữa sáng,969,trung
730,Quả táo,Fruits,384,42.1,59.3,21.4,7.9,3.4,223,287,Bữa phụ,274,qua tao
498,Ức gà,Meat,138,45.3,77.8,24.7,5.6,31.3,780,201,Bữa tối,310,uc ga
726,Nước cam,Beverages,155,1.4,15.5,47.7,4.5,39.0,497,217,Bữa phụ,261,nuoc cam
41,Hạt,Snack,339,12.9,42.4,26.8,1.7,14.5,412,170,Bữa trưa,710,hat
816,Chuối,Fruits,296,1.8,91.1,9.5,1.0,17.8,16,242,Bữa phụ,448,chuoi
673,Nước,Beverages,106,44.8,34.2,40.7,3.2,32.4,416,77,Bữa tối,821,nuoc
61,Cà chua,Vegetables,460,34.8,94.8,4.8,5.9,33.2,785,178,Bữa phụ,960,ca chua
14,Phô mai,Dairy,568,34.6,11.4,15.1,0.2,46.2,399,285,Bữa trưa,343,pho mai
962,Cơm,Grains,535,1.6,45.1,6.2,6.5,37.9,709,257,Bữa sáng,191,com
568,Rau chân vịt,Vegetables,71,41.7,25.3,34.1,6.7,43.8,885,16,Bữa sáng,272,rau chan vit
46,Bánh mỳ,Grains,190,25.0,72.7,37.2,5.6,20.2,991,246,Bữa phụ,863,banh my
659,Paneer,Dairy,209,19.5,49.2,40.5,8.0,20.8,903,103,Bữa phụ,176,paneer
257,Hạt,Snack,539,41.1,25.1,1.8,3.7,25.4,381,175,Bữa sáng,865,hat
721,Cookie,Snack,392,46.0,52.5,20.4,4.8,33.7,568,209,Bữa trưa,500,cookie
811,Trứng,Meat,290,33.1,63.7,31.2,7.7,40.4,938,235,Bữa phụ,383,trung
455,Hạt,Snack,560,24.7,8.3,15.2,7.2,13.9,774,32,Bữa sáng,100,hat
217,Thịt lợn Chop,Meat,81,16.6,50.4,1.5,4.9,25.0,433,102,Bữa phụ,946,thit lon chop
189,Phô mai,Dairy,281,21.8,5.1,42.7,5.3,41.0,729,85,Bữa phụ,944,pho mai
869,Bánh mỳ,Grains,106,48.3,81.4,19.2,4.8,18.2,174,17,Bữa sáng,292,banh my
191,Bánh mỳ,Grains,307,13.7,92.5,29.2,7.9,45.1,519,30,Bữa sáng,790,banh my
232,Rau chân vịt,Vegetables,442,40.0,14.2,49.8,8.0,24.4,638,212,Bữa tối,418,rau chan vit
252,Chuối,Fruits,553,22.7,46.8,39.3,8.4,4.0,956,122,Bữa sáng,656,chuoi
535,Bơ,Dairy,255,21.9,77.4,32.3,7.9,27.4,152,118,Bữa trưa,299,bo
653,Bơ,Dairy,249,11.3,57.8,45.9,3.4,45.1,961,96,Bữa phụ,116,bo
858,Paneer,Dairy,162,36.6,23.4,13.6,0.2,34.4,987,222,Bữa trưa,838,paneer
654,Khoai tây,Vegetables,426,1.5,70.1,15.3,7.9,26.2,547,118,Bữa phụ,315,khoai tay
118,Cơm,Grains,547,33.8,76.9,28.7,7.6,9.5,16,125,Bữa sáng,245,com
305,Sữa lắc,Beverages,366,43.6,43.9,43.4,6.7,33.6,814,176,Bữa sáng,778,sua lac
73,Thịt bò bít tết,Meat,250,33.5,8.6,18.7,4.6,21.1,744,115,Bữa sáng,324,thit bo bit tet
401,Bông cải xanh,Vegetables,127,9.8,51.5,6.6,5.7,29.2,252,9,Bữa phụ,975,bong cai xanh
370,Cá hồi,Meat,588,31.9,47.2,7.6,5.6,17.5,866,243,Bữa trưa,998,ca hoi
898,Cá hồi,Meat,546,13.7,14.9,41.4,7.5,17.3,682,176,Bữa phụ,843,ca hoi
380,Thịt bò bít tết,Meat,309,6.7,64.7,33.5,8.0,14.4,183,217,Bữa tối,613,thit bo bit tet
182,Nước,Beverages,95,47.7,81.2,33.7,4.5,11.5,479,12,Bữa tối,432,nuoc
156,Rau chân vịt,Vegetables,567,8.3,10.1,23.1,3.0,17.4,203,142,Bữa trưa,919,rau chan vit
689,Bánh mỳ,Grains,299,6.9,19.8,24.4,6.0,0.6,191,75,Bữa trưa,478,banh my
533,Trứng,Meat,296,31.8,31.0,47.1,7.4,48.3,396,16,Bữa trưa,693,trung
109,Mì ống,Grains,340,30.9,72.6,37.1,1.6,46.8,249,260,Bữa trưa,221,mi ong
756,Cà phê,Beverages,146,45.2,92.4,46.2,3.3,32.7,248,69,Bữa trưa,432,ca phe
909,Ức gà,Meat,171,30.0,21.4,25.5,6.1,25.1,935,264,Bữa trưa,100,uc ga
51,Quả táo,Fruits,463,46.5,73.7,49.1,6.0,21.2,984,291,Bữa phụ,948,qua tao
587,Yến mạch,Grains,496,25.1,76.2,39.5,2.2,11.1,781,57,Bữa tối,854,yen mach
883,Cơm,Grains,301,5.8,40.9,5.6,5.9,23.3,971,237,Bữa tối,434,com
883,Sôcôla,Snack,72,16.0,28.4,17.5,9.5,45.2,370,17,Bữa tối,751,socola
938,Yến mạch,Grains,286,39.9,94.4,44.4,9.2,22.9,935,45,Bữa phụ,613,yen mach
825,Quả táo,Fruits,512,34.2,72.9,42.3,3.0,14.9,706,54,Bữa tối,497,qua tao
242,Cá hồi,Meat,158,40.0,30.0,47.5,8.5,39.2,405,21,Bữa phụ,587,ca hoi
64,Nước cam,Beverages,438,10.6,54.5,45.1,5.4,14.5,433,287,Bữa sáng,225,nuoc cam
797,Quả cam,Fruits,364,25.3,95.9,21.5,2.2,29.4,246,152,Bữa phụ,345,qua cam
814,Cà chua,Vegetables,59,8.5,69.9,48.3,5.9,18.1,872,170,Bữa phụ,713,ca chua
422,Phô mai,Dairy,499,44.3,79.2,41.5,8.8,43.7,8,195,Bữa tối,626,pho mai
642,Cá hồi,Meat,357,5.9,57.0,48.9,9.0,37.8,627,105,Bữa sáng,166,ca hoi
760,Nước cam,Beverages,595,49.7,54.2,19.6,6.2,35.7,227,109,Bữa trưa,243,nuoc cam
320,Quinoa,Grains,493,11.0,77.5,16.0,5.4,37.3,792,46,Bữa tối,469,quinoa
916,Hạt,Snack,505,30.4,87.4,16.9,8.0,7.9,833,279,Bữa tối,462,hat
945,Quả cam,Fruits,112,24.4,20.1,3.5,4.0,34.9,355,93,Bữa sáng,505,qua cam
703,Bơ,Dairy,374,49.4,35.6,24.9,3.4,13.8,197,235,Bữa phụ,449,bo
706,Mì ống,Grains,491,38.2,55.0,13.8,8.3,28.6,696,225,Bữa trưa,844,mi ong
66,Cơm,Grains,194,36.8,85.1,12.2,7.3,37.0,357,152,Bữa tối,348,com
400,Cà chua,Vegetables,180,34.8,84.5,49.1,5.1,2.9,982,196,Bữa tối,312,ca chua
262,Hạt,Snack,506,34.0,19.2,10.4,5.6,4.1,164,245,Bữa phụ,947,hat
425,Quả cam,Fruits,123,46.0,24.3,4.8,8.0,23.4,640,289,Bữa trưa,349,qua cam
731,Rau chân vịt,Vegetables,421,31.0,22.7,22.2,2.7,14.1,297,169,Bữa trưa,196,rau chan vit
429,Trà xanh,Beverages,476,46.7,12.8,31.0,2.8,47.0,368,196,Bữa trưa,101,tra xanh
536,Bông cải xanh,Vegetables,256,27.2,37.0,37.2,6.4,0.2,717,201,Bữa trưa,864,bong cai xanh
869,Thịt bò bít tết,Meat,120,24.9,68.0,29.9,1.0,25.8,211,81,Bữa tối,390,thit bo bit tet
394,Cà rốt,Vegetables,196,28.7,55.0,3.2,6.1,17.7,121,260,Bữa tối,186,ca rot
519,Trứng,Meat,185,1.6,66.3,29.2,8.0,49.1,691,56,Bữa sáng,529,trung
161,Cà phê,Beverages,355,20.3,39.0,21.3,6.2,10.3,882,149,Bữa tối,978,ca phe
307,Da ua,Dairy,599,9.8,38.1,20.3,2.3,23.9,187,179,Bữa phụ,720,da ua
545,Hạt,Snack,178,8.5,37.8,44.9,2.1,49.9,79,156,Bữa sáng,300,hat
563,Da ua,Dairy,168,36.5,6.8,25.0,6.8,11.5,241,231,Bữa phụ,440,da ua
853,Bơ,Dairy,383,8.9,41.2,25.4,8.4,43.6,821,68,Bữa trưa,829,bo
516,Chip,Snack,408,9.3,13.0,18.8,0.2,35.8,864,247,Bữa sáng,929,chip
4,Paneer,Dairy,549,6.9,75.0,43.1,5.8,39.2,437,85,Bữa sáng,411,paneer
445,Quinoa,Grains,279,47.6,47.1,38.7,3.9,24.2,330,67,Bữa sáng,557,quinoa
90,Bánh mỳ,Grains,123,41.6,30.0,25.3,0.6,13.1,979,46,Bữa sáng,831,banh my
25,Thịt bò bít tết,Meat,192,12.1,28.7,32.3,2.3,48.0,325,186,Bữa phụ,802,thit bo bit tet
266,Cà phê,Beverages,483,37.3,67.2,48.1,9.4,10.1,742,24,Bữa phụ,335,ca phe
865,Bơ,Dairy,566,2.9,75.9,6.4,5.4,37.9,571,52,Bữa sáng,934,bo
20,Phô mai,Dairy,305,4.0,28.3,47.5,1.5,37.8,940,8,Bữa sáng,116,pho mai
538,Yến mạch,Grains,299,28.8,97.0,46.0,0.2,46.0,141,12,Bữa sáng,450,yen mach
331,Quả táo,Fruits,529,36.4,19.4,30.9,8.1,20.5,140,128,Bữa sáng,691,qua tao
704,Quinoa,Grains,204,3.1,73.5,32.9,3.5,14.2,953,140,Bữa phụ,370,quinoa
97,Quả nho,Fruits,471,12.2,14.0,37.5,0.1,33.9,629,222,Bữa trưa,821,qua nho
367,Chip,Snack,494,22.1,43.4,48.2,7.9,8.9,542,227,Bữa sáng,646,chip
238,Bỏng ngô,Snack,78,35.1,42.8,39.1,5.3,40.7,944,9,Bữa sáng,694,bong ngo
771,Yến mạch,Grains,406,5.5,18.9,48.0,7.4,25.9,427,100,Bữa sáng,325,yen mach
57,Paneer,Dairy,461,9.1,68.2,28.6,1.0,22.3,851,132,Bữa phụ,431,paneer
704,Quả cam,Fruits,89,43.1,88.5,29.8,2.5,0.0,397,245,Bữa tối,207,qua cam
717,Trứng,Meat,449,35.4,49.3,3.4,6.9,44.2,908,288,Bữa trưa,536,trung
553,Trà xanh,Beverages,399,22.6,38.7,16.0,1.1,46.3,249,42,Bữa tối,622,tra xanh
605,Phô mai,Dairy,242,29.8,18.4,20.7,4.0,23.9,219,108,Bữa phụ,131,pho mai
473,Quinoa,Grains,237,37.1,62.6,44.4,3.6,21.8,868,169,Bữa phụ,987,quinoa
192,Quinoa,Grains,580,3.3,8.2,27.6,7.7,2.1,169,180,Bữa sáng,194,quinoa
997,Thịt lợn Chop,Meat,179,40.6,71.5,38.1,6.8,36.6,115,122,Bữa tối,175,thit lon chop
956,Quả dâu,Fruits,356,28.9,34.8,15.4,0.9,5.7,611,144,Bữa tối,750,qua dau
605,Thịt bò bít tết,Meat,196,23.6,30.3,38.8,3.7,8.2,100,119,Bữa tối,736,thit bo bit tet
472,Cà rốt,Vegetables,242,42.1,79.4,31.0,2.8,29.3,423,78,Bữa trưa,795,ca rot
194,Cookie,Snack,68,33.1,11.1,45.3,8.3,37.6,228,149,Bữa phụ,237,cookie
309,Trứng,Meat,111,42.4,7.2,48.7,8.9,11.4,145,212,Bữa tối,516,trung
976,Cà phê,Beverages,497,29.6,95.6,39.1,0.3,24.2,687,226,Bữa trưa,649,ca phe
238,Quả cam,Fruits,251,13.2,78.8,35.8,2.4,37.3,45,201,Bữa phụ,944,qua cam
190,Paneer,Dairy,484,36.5,89.2,4.1,6.9,45.1,632,142,Bữa tối,711,paneer
820,Hạt,Snack,108,4.1,56.7,1.1,9.3,5.9,396,15,Bữa sáng,563,hat
774,Quả nho,Fruits,453,19.8,32.2,8.9,6.3,17.0,482,270,Bữa trưa,651,qua nho
901,Quả cam,Fruits,206,8.9,18.5,5.7,0.2,11.3,182,233,Bữa tối,549,qua cam
7,Trứng,Meat,361,21.6,42.6,3.8,0.8,17.0,530,61,Bữa tối,862,trung
566,Nước,Beverages,99,47.6,14.1,1.2,0.6,8.0,241,70,Bữa tối,566,nuoc
169,Quinoa,Grains,142,37.4,8.9,42.5,8.5,21.4,417,18,Bữa tối,986,quinoa
65,Thịt lợn Chop,Meat,479,27.7,12.4,11.5,9.8,44.0,243,43,Bữa phụ,201,thit lon chop
202,Thịt bò bít tết,Meat,148,31.9,54.8,17.5,5.4,34.5,619,12,Bữa trưa,720,thit bo bit tet
317,Thịt bò bít tết,Meat,489,6.8,36.5,43.2,0.6,33.5,213,37,Bữa phụ,782,thit bo bit tet
603,Nước cam,Beverages,217,43.9,30.3,41.6,3.6,20.7,407,79,Bữa sáng,554,nuoc cam
439,Mì ống,Grains,467,1.0,71.0,38.1,4.9,40.0,302,289,Bữa phụ,631,mi ong
421,Cà chua,Vegetables,281,19.6,36.5,25.6,7.1,4.2,61,121,Bữa phụ,507,ca chua
173,Rau chân vịt,Vegetables,571,2.6,53.2,24.6,8.4,1.8,250,41,Bữa sáng,178,rau chan vit
254,Bỏng ngô,Snack,495,23.2,60.9,46.9,9.3,48.7,92,12,Bữa phụ,957,bong ngo
264,Cơm,Grains,147,48.5,24.3,14.9,6.2,6.5,290,15,Bữa sáng,906,com
627,Khoai tây,Vegetables,390,49.4,55.7,25.3,7.4,36.3,683,136,Bữa trưa,435,khoai tay
352,Quả nho,Fruits,267,18.0,54.1,6.4,1.1,29.7,210,288,Bữa tối,751,qua nho
972,Quả nho,Fruits,238,3.4,34.2,7.2,0.8,47.0,385,6,Bữa phụ,672,qua nho
900,Cà phê,Beverages,351,45.9,19.2,1.7,0.2,39.5,553,98,Bữa tối,185,ca phe
832,Cà phê,Beverages,113,25.2,63.0,43.2,3.6,11.3,397,224,Bữa tối,596,ca phe
466,Thịt lợn Chop,Meat,444,48.7,77.4,31.4,0.7,22.3,923,203,Bữa phụ,397,thit lon chop
389,Bơ,Dairy,571,14.0,90.7,5.7,4.5,0.3,377,19,Bữa trưa,191,bo
232,Cá hồi,Meat,432,8.4,83.7,43.2,5.5,37.9,253,119,Bữa tối,133,ca hoi
541,Sữa,Dairy,500,24.1,15.6,2.3,7.8,25.2,205,272,Bữa sáng,938,sua
796,Mì ống,Grains,479,44.4,18.9,15.9,7.2,29.1,207,17,Bữa sáng,632,mi ong
992,Trà xanh,Beverages,534,17.4,31.6,43.5,0.1,21.5,883,54,Bữa sáng,421,tra xanh
633,Phô mai,Dairy,135,37.5,38.0,49.8,7.1,40.3,455,221,Bữa sáng,629,pho mai
501,Sữa,Dairy,78,35.3,94.8,40.4,2.4,46.8,626,59,Bữa trưa,122,sua
624,Mì ống,Grains,53,41.2,82.3,5.8,8.2,31.5,554,140,Bữa phụ,457,mi ong
286,Bông cải xanh,Vegetables,420,49.7,36.4,36.2,5.0,40.0,119,198,Bữa tối,488,bong cai xanh
962,Bỏng ngô,Snack,576,7.0,23.0,2.7,0.6,17.4,595,202,Bữa phụ,385,bong ngo
888,Sữa,Dairy,344,27.9,54.4,4.3,4.1,21.1,995,89,Bữa trưa,169,sua
399,Cà chua,Vegetables,373,45.2,51.1,5.7,8.8,24.1,987,14,Bữa sáng,605,ca chua
702,Rau chân vịt,Vegetables,106,35.4,21.9,20.3,5.8,42.5,992,52,Bữa tối,837,rau chan vit
34,Da ua,Dairy,52,44.0,17.8,33.6,5.5,35.8,151,298,Bữa sáng,274,da ua
459,Sôcôla,Snack,436,42.9,64.7,15.2,6.8,40.1,659,72,Bữa trưa,918,socola
634,Da ua,Dairy,421,41.9,29.8,28.8,5.0,47.7,831,18,Bữa trưa,405,da ua
90,Nước,Beverages,542,7.0,32.0,9.5,6.9,5.3,433,182,Bữa phụ,833,nuoc
187,Quả dâu,Fruits,302,17.8,53.2,39.9,0.4,21.8,20,172,Bữa phụ,324,qua dau
911,Ức gà,Meat,583,7.1,8.1,44.5,5.3,44.6,590,74,Bữa trưa,184,uc ga
948,Cá hồi,Meat,424,42.8,81.3,1.8,8.2,27.4,445,65,Bữa tối,686,ca hoi
464,Quả táo,Fruits,578,28.9,48.4,36.8,3.6,37.2,465,80,Bữa phụ,838,qua tao
465,Bơ,Dairy,288,20.7,61.8,11.0,7.3,2.7,160,39,Bữa tối,838,bo
835,Quả cam,Fruits,133,34.5,97.3,44.6,8.1,20.0,530,216,Bữa sáng,307,qua cam
4,Trứng,Meat,427,34.3,83.0,43.0,7.3,38.0,594,102,Bữa phụ,869,trung
837,Cà rốt,Vegetables,94,28.6,24.8,19.6,6.1,40.8,173,144,Bữa tối,489,ca rot
383,Bánh mỳ,Grains,538,46.6,7.7,4.1,7.6,12.9,842,129,Bữa sáng,445,banh my
206,Chuối,Fruits,578,36.5,94.6,2.1,3.6,12.9,523,83,Bữa phụ,175,chuoi
73,Nước cam,Beverages,443,49.7,18.4,20.2,8.2,0.7,412,149,Bữa phụ,705,nuoc cam
380,Mì ống,Grains,222,39.3,84.6,44.2,0.3,17.2,173,35,Bữa sáng,982,mi ong
347,Quinoa,Grains,223,11.3,98.8,27.0,9.1,0.0,131,82,Bữa trưa,751,quinoa
784,Ức gà,Meat,575,10.6,32.7,27.4,6.3,26.6,362,85,Bữa sáng,378,uc ga
350,Hạt,Snack,373,22.2,55.8,17.4,6.3,8.4,396,220,Bữa phụ,761,hat
606,Bỏng ngô,Snack,217,48.6,93.0,30.4,0.6,20.2,720,138,Bữa phụ,814,bong ngo
458,Trứng,Meat,415,22.0,45.9,21.0,7.5,34.2,689,150,Bữa tối,793,trung
347,Paneer,Dairy,217,35.0,39.3,7.3,6.4,13.2,362,139,Bữa trưa,612,paneer
767,Phô mai,Dairy,430,23.1,34.5,34.6,7.5,40.0,849,253,Bữa sáng,844,pho mai
223,Quả táo,Fruits,294,39.9,48.1,47.3,9.5,39.3,652,220,Bữa tối,968,qua tao
397,Quả nho,Fruits,160,23.1,90.3,44.0,3.2,18.8,175,220,Bữa sáng,463,qua nho
253,Mì ống,Grains,157,36.6,66.1,19.5,3.6,18.2,809,102,Bữa phụ,499,mi ong
159,Thịt bò bít tết,Meat,485,29.5,35.3,30.8,5.5,12.5,765,21,Bữa trưa,747,thit bo bit tet
332,Bông cải xanh,Vegetables,519,30.2,35.0,23.8,1.1,3.4,237,1,Bữa phụ,831,bong cai xanh
867,Yến mạch,Grains,532,47.4,11.9,7.7,5.6,23.2,968,8,Bữa trưa,397,yen mach
519,Cookie,Snack,590,34.3,75.0,22.3,1.2,2.3,915,206,Bữa sáng,994,cookie
102,Trứng,Meat,53,48.9,84.6,36.1,3.7,29.2,155,239,Bữa trưa,392,trung
634,Quinoa,Grains,469,23.1,63.0,38.5,4.1,30.7,11,268,Bữa tối,552,quinoa
520,Quả nho,Fruits,580,33.0,40.4,47.6,8.9,6.4,390,224,Bữa sáng,723,qua nho
162,Sữa lắc,Beverages,453,7.4,85.1,25.4,4.7,9.2,358,174,Bữa tối,340,sua lac
115,Cookie,Snack,254,41.9,17.2,23.9,4.6,19.1,272,262,Bữa tối,773,cookie
542,Quinoa,Grains,569,43.4,6.4,44.4,9.2,41.7,175,25,Bữa trưa,127,quinoa
198,Trà xanh,Beverages,475,5.8,58.0,39.8,7.8,4.6,664,152,Bữa trưa,833,tra xanh
990,Bỏng ngô,Snack,51,11.5,26.0,27.4,3.9,38.6,631,93,Bữa sáng,209,bong ngo
56,Sữa lắc,Beverages,506,30.5,46.8,46.6,8.4,18.4,401,274,Bữa sáng,719,sua lac
363,Mì ống,Grains,591,48.3,49.7,49.3,1.1,1.5,749,98,Bữa trưa,969,mi ong
646,Cookie,Snack,292,37.5,57.2,21.8,3.4,32.2,494,271,Bữa sáng,297,cookie
